chr1	17001	270000	2.911755736911576	-0.249513
chr1	629001	635000	1.3991690960043404	-1.126263
chr1	701001	9252000	3.016527318370335	-0.204707
chr1	9252001	12789000	3.0645811699386467	-0.184613
chr1	12789001	12887000	1.5878164422764296	-0.983139
chr1	12888001	15592000	2.986485123634785	-0.217413
chr1	15592001	16544000	3.0926865268613364	-0.172989
chr1	16544001	16851000	4.738875115010586	0.382854
chr1	16856001	18447000	2.9758452063918823	-0.22194
chr1	18447001	23215000	3.0154730528842975	-0.205151
chr1	23215001	28244000	3.073939765191744	-0.180732
chr1	28244001	29320000	3.127387874672425	-0.158765
chr1	29320001	30867000	2.9496995372088026	-0.233125
chr1	30867001	34129000	3.0321441089617367	-0.198146
chr1	34129001	34852000	2.933307325986557	-0.240182
chr1	34852001	36416000	3.061045404465181	-0.186082
chr1	36416001	38479000	2.98962682999198	-0.216079
chr1	38479001	40598000	3.064455948623842	-0.184665
chr1	40598001	43783000	2.9815311877721205	-0.219519
chr1	43783001	44869000	3.0335853504536585	-0.197542
chr1	44869001	45324000	2.803512931411176	-0.297313
chr1	45324001	45992000	2.8326511389129654	-0.284289
chr1	45992001	46145000	2.6762372486672112	-0.355622
chr1	46145001	50405000	2.9014325649105572	-0.254004
chr1	50405001	54863000	3.004418099452295	-0.209815
chr1	54863001	64373000	2.9282690005239953	-0.242358
chr1	64374001	64386000	1.1164767830275562	-1.371438
chr1	64386001	67223000	2.954982431951056	-0.230858
chr1	67223001	84905000	3.6938644200767867	0.055554
chr1	84905001	88064000	2.943715930056008	-0.235697
chr1	88064001	90056000	3.7181354891238647	0.064062
chr1	90056001	92008000	2.9400825879580896	-0.237261
chr1	92008001	98568000	2.944722532538908	-0.235264
chr1	98568001	99527000	2.90772240478255	-0.251266
chr1	99527001	102280000	2.9371397758794537	-0.238529
chr1	102280001	106967000	2.8994158219519175	-0.254883
chr1	106967001	107642000	2.9662938067549245	-0.226016
chr1	107642001	108822000	3.178269697927376	-0.138159
chr1	108822001	109297000	3.3187649390127745	-0.082744
chr1	109297001	110834000	3.219388970167781	-0.121719
chr1	110834001	110846000	1.0662512406911144	-1.419717
chr1	110846001	112137000	3.1882288013559235	-0.13416
chr1	112137001	113137000	4.068161157231345	0.181488
chr1	113137001	117337000	3.191714399386352	-0.132763
chr1	117337001	117340000	2.4407606760432277	-0.470138
chr1	117340001	120672000	3.154852249841218	-0.147606
chr1	120805001	120858000	-0.4096385495467533	-29.655197
chr1	120859001	120880000	-0.3740913723666777	-6.795423
chr1	120882001	120894000	-0.3533558678944963	-6.132467
chr1	120896001	120899000	-0.40963854937067123	-29.601802
chr1	120901001	120909000	-0.4096385493623705	-29.599333
chr1	120909001	120922000	-0.33157683759781503	-5.660543
chr1	120935001	123014000	4.628085149581271	0.35147
chr1	123019001	123231000	1.999172107900019	-0.712981
chr1	123234001	123776000	0.6756991425205505	-1.863158
chr1	123783001	124407000	1.1625595322430604	-1.328519
chr1	124407001	124779000	3.576613674222699	0.013731
chr1	124780001	124906000	2.4462902188957916	-0.467342
chr1	124908001	143662000	4.790074458764223	0.39713
chr1	143662001	143677000	11.98676738536513	1.650548
chr1	143677001	147491000	4.774524154583258	0.392809
chr1	147491001	150498000	4.876433164972058	0.420894
chr1	150498001	152290000	4.9514649879360055	0.441228
chr1	152291001	153168000	4.714643895405889	0.376048
chr1	153168001	153856000	4.864688373340793	0.417685
chr1	153856001	154390000	5.006786650442319	0.456039
